frame,time_s,raw_yaw_deg,raw_pitch_deg,raw_screen_x,raw_screen_y,filtered_x,filtered_y,final_x,final_y,speed,locked,ear_avg,blink_click,fwd_x,fwd_y,fwd_z
891,76.8678,171.5965,205.9162,1027.7,509.3,1027.5,496.7,1027.5,496.7,19.59,0,0.2645,0,-0.131716,0.433248,0.891598
892,76.9255,171.6827,206.0381,1033.2,500.5,1030.3,498.8,1030.3,498.8,3.52,0,0.2637,0,-0.130235,0.435230,0.890850
893,76.9817,171.8324,205.9672,1042.8,505.6,1034.4,502.2,1034.4,502.2,5.34,0,0.2615,0,-0.127974,0.434256,0.891653
894,77.0362,171.9268,205.9237,1048.9,508.7,1036.0,505.2,1036.0,505.2,3.35,0,0.2615,0,-0.126545,0.433659,0.892147
895,77.0883,172.2209,205.8500,1067.7,514.0,1045.1,508.9,1045.1,508.9,9.89,0,0.2574,0,-0.122023,0.432758,0.893214
896,77.1451,172.4603,205.9224,1083.0,508.8,1063.6,508.9,1063.6,508.9,18.48,0,0.2557,0,-0.118206,0.434089,0.893081
897,77.2082,172.5723,205.9146,1090.2,509.4,1078.3,509.1,1078.3,509.1,14.66,0,0.2543,0,-0.116461,0.434057,0.893326
898,77.2623,172.5023,206.0387,1085.7,500.4,1081.8,507.8,1081.8,507.8,3.75,0,0.2568,0,-0.117435,0.435940,0.892281
899,77.3159,173.0214,205.8690,1118.9,512.7,1102.5,508.6,1102.5,508.6,20.71,0,0.2495,0,-0.109477,0.433692,0.894386
900,77.3664,173.0873,205.7053,1123.1,524.4,1113.8,513.0,1113.8,513.0,12.15,0,0.2506,0,-0.108594,0.431178,0.895708
901,77.4244,173.3715,205.6776,1141.3,526.4,1130.3,517.8,1130.3,517.8,17.11,0,0.2501,0,-0.104163,0.430950,0.896344
902,77.4782,173.4546,205.3585,1146.6,549.4,1139.5,532.6,1139.5,532.6,17.48,0,0.2439,0,-0.103130,0.425998,0.898827
903,77.5306,174.8869,206.3144,1238.3,480.6,1209.9,525.3,1209.9,525.3,70.83,0,0.2395,0,-0.079948,0.441878,0.893505
904,77.5783,175.2852,206.3347,1263.8,479.1,1248.5,505.0,1248.5,505.0,43.57,0,0.2418,0,-0.073715,0.442407,0.893780
905,77.6347,175.8257,206.5300,1298.4,465.1,1286.0,482.1,1286.0,482.1,43.93,0,0.2379,0,-0.065161,0.445718,0.892799
906,77.6915,175.8928,206.5180,1302.7,465.9,1297.9,473.1,1297.9,473.1,14.98,0,0.2434,0,-0.064120,0.445561,0.892952
907,77.7614,175.9981,206.3072,1309.4,481.1,1306.0,476.9,1306.0,476.9,8.96,0,0.2447,0,-0.062592,0.442315,0.894673
908,77.8331,176.0600,206.2218,1313.4,487.3,1310.8,480.2,1310.8,480.2,5.75,0,0.2437,0,-0.061670,0.441006,0.895383
909,77.9000,176.1796,206.2998,1321.1,481.6,1316.8,480.5,1316.8,480.5,5.98,0,0.2421,0,-0.059758,0.442277,0.894886
910,77.9417,176.7496,205.7067,1316.5,762.7,1316.5,762.7,1316.5,762.7,282.22,0,0.2364,0,-0.051103,0.433197,0.899849
911,77.9882,176.7824,205.7544,1318.6,759.3,1316.5,762.5,1316.5,762.5,0.18,0,0.2353,0,-0.050568,0.433958,0.899513
912,78.0360,176.9806,205.7049,1331.3,762.8,1319.4,762.6,1319.4,762.6,2.83,0,0.2381,0,-0.047473,0.433246,0.900024
913,78.0833,177.0807,205.8985,1337.7,748.9,1325.0,760.1,1325.0,760.1,6.17,0,0.2411,0,-0.045825,0.436319,0.898624
914,78.1293,177.1796,206.0576,1344.0,737.4,1332.2,752.6,1332.2,752.6,10.29,0,0.2420,0,-0.044214,0.438846,0.897474
915,78.1761,177.2152,206.0346,1346.3,739.1,1337.9,747.7,1337.9,747.7,7.55,0,0.2414,0,-0.043664,0.438495,0.897672
916,78.2236,177.4311,205.9224,1360.1,747.2,1348.1,747.5,1348.1,747.5,10.23,0,0.2409,0,-0.040319,0.436798,0.898656
917,78.2722,177.4927,205.8582,1364.0,751.8,1355.6,748.5,1355.6,748.5,7.63,0,0.2406,0,-0.039375,0.435807,0.899178
918,78.3209,177.4209,205.5910,1359.4,771.0,1357.3,750.7,1357.3,750.7,2.70,0,0.2416,0,-0.040593,0.431589,0.901157
919,78.3710,177.3503,205.4745,1354.9,779.4,1356.4,760.4,1356.4,760.4,9.82,0,0.2418,0,-0.041743,0.429734,0.901990
920,78.4167,177.2615,205.6135,1349.2,769.4,1354.8,763.4,1354.8,763.4,3.37,0,0.2423,0,-0.043091,0.431897,0.900893
921,78.4642,177.1001,205.9378,1338.9,746.1,1354.8,761.2,1354.8,761.2,2.17,0,0.2421,0,-0.045507,0.436942,0.898338
922,78.5095,176.9525,206.2408,1329.5,724.3,1348.2,750.5,1348.2,750.5,12.64,0,0.2420,0,-0.047699,0.441641,0.895923
923,78.5575,176.9374,205.7610,1328.5,758.8,1341.0,751.9,1341.0,751.9,7.32,0,0.2459,0,-0.048130,0.434114,0.899571
924,78.6079,176.8933,205.6968,1325.7,763.4,1334.7,752.0,1334.7,752.0,6.26,0,0.2484,0,-0.048848,0.433092,0.900025
925,78.6591,177.2738,205.6794,1350.0,764.7,1338.2,754.1,1338.2,754.1,4.09,0,0.2508,0,-0.042875,0.432937,0.900404
926,78.7119,177.4235,205.7957,1359.6,756.3,1340.3,754.4,1340.3,754.4,2.09,0,0.2471,0,-0.040481,0.434806,0.899614
927,78.7616,177.8472,204.8790,1386.7,822.3,1360.5,790.8,1360.5,790.8,41.56,0,0.2422,0,-0.034083,0.420459,0.906671
928,78.8112,179.8666,204.6465,1516.0,839.0,1476.2,820.4,1476.2,820.4,119.38,0,0.2419,0,-0.002117,0.417018,0.908896
929,78.8606,182.6427,204.5968,1693.6,842.6,1659.9,833.9,1659.9,833.9,184.25,0,0.2493,0,0.041932,0.415863,0.908460
930,78.9106,184.0305,204.9910,1782.5,814.2,1765.0,824.6,1765.0,824.6,105.54,0,0.2602,0,0.063735,0.421617,0.904532
931,78.9593,186.4177,203.8544,1935.2,896.1,1914.0,869.8,1914.0,869.8,155.63,0,0.2665,0,0.102333,0.402290,0.909775
932,79.0091,187.8375,203.7111,2026.1,906.4,2012.3,893.7,2012.3,893.7,101.21,0,0.2772,0,0.125041,0.398969,0.908399
933,79.0598,188.4461,203.9853,2065.1,886.6,2057.8,889.7,2057.8,889.7,45.71,0,0.2755,0,0.134436,0.402812,0.905356
934,79.1108,189.1548,204.1533,2110.4,874.5,2102.5,882.9,2102.5,882.9,45.11,0,0.2729,0,0.145482,0.404827,0.902746
935,79.1600,189.3793,203.8913,2124.8,893.4,2120.7,887.4,2120.7,887.4,18.77,0,0.2750,0,0.149332,0.400462,0.904063
936,79.2106,190.0115,204.2073,2165.2,870.7,2156.6,883.3,2156.6,883.3,36.16,0,0.2790,0,0.158963,0.404825,0.900471
937,79.2607,190.4729,204.7509,2194.8,831.5,2186.7,865.3,2186.7,865.3,35.03,0,0.2784,0,0.165552,0.412897,0.895605
938,79.3100,190.3002,204.8459,2183.7,824.7,2184.5,844.9,2184.5,844.9,20.45,0,0.2775,0,0.162715,0.414580,0.895348
939,79.3594,190.1178,205.0295,2172.0,811.5,2176.3,826.2,2176.3,826.2,20.41,0,0.2768,0,0.159617,0.417661,0.894473
940,79.4057,189.8876,205.0917,2157.3,807.0,2166.3,815.8,2166.3,815.8,14.51,0,0.2754,0,0.155924,0.418882,0.894553
941,79.4534,189.6333,205.1532,2141.0,802.6,2157.6,808.7,2157.6,808.7,11.13,0,0.2735,0,0.151859,0.420110,0.894677
942,79.4996,189.4066,205.2991,2126.5,792.1,2156.1,800.0,2156.1,800.0,8.83,0,0.2724,0,0.148125,0.422629,0.894116
943,79.5498,188.9512,205.7357,2097.4,760.6,2127.9,776.4,2127.9,776.4,36.82,0,0.2710,0,0.140480,0.429915,0.891874
944,79.5976,188.5158,206.0348,2069.5,739.1,2092.6,753.2,2092.6,753.2,42.21,0,0.2742,0,0.133338,0.434998,0.890504
945,79.6481,188.0993,206.4886,2042.9,706.4,2059.6,721.9,2059.6,721.9,45.53,0,0.2623,0,0.126349,0.442445,0.887851
946,79.6961,185.7031,206.0734,1889.5,736.3,1924.0,730.0,1924.0,730.0,135.77,0,0.2642,0,0.089346,0.437764,0.894639
947,79.7485,183.3771,205.3709,1740.6,786.9,1766.6,737.6,1766.6,737.6,157.65,0,0.2539,0,0.053242,0.427868,0.902272
948,79.8030,180.5568,205.5301,1560.1,775.4,1583.0,750.0,1583.0,750.0,183.96,0,0.2540,0,0.008770,0.430968,0.902325
949,79.8603,172.9313,206.2561,1072.1,723.2,1104.6,748.2,1104.6,748.2,478.40,0,0.2635,0,-0.110527,0.439673,0.891331
950,79.9119,169.1891,205.9312,832.6,746.5,850.5,748.1,850.5,748.1,254.12,0,0.2638,0,-0.169255,0.430983,0.886345
951,79.9623,167.8768,205.7555,748.6,759.2,756.4,749.2,756.4,749.2,94.10,0,0.2599,0,-0.189944,0.426621,0.884260
952,80.0191,167.2272,205.5848,707.0,771.5,711.2,756.3,711.2,756.3,45.75,0,0.2585,0,-0.200322,0.423093,0.883665
953,80.0776,167.1907,205.9660,704.7,744.0,705.4,754.8,705.4,754.8,6.01,0,0.2529,0,-0.200272,0.428968,0.880839
954,80.1339,167.6997,205.9683,737.3,743.9,732.3,753.9,732.3,753.9,26.87,0,0.2474,0,-0.192366,0.429696,0.882245
955,80.1868,168.8315,205.6869,809.7,764.1,788.0,754.9,788.0,754.9,55.71,0,0.2465,0,-0.175171,0.426752,0.887242
956,80.2430,169.4176,205.6009,847.2,770.3,818.2,758.8,818.2,758.8,30.47,0,0.2495,0,-0.166143,0.426095,0.889292
957,80.2966,169.5840,205.4968,857.9,777.8,822.3,765.5,822.3,765.5,7.82,0,0.2517,0,-0.163683,0.424655,0.890436
958,80.3535,169.9336,205.1899,880.2,799.9,849.3,782.6,849.3,782.6,31.99,0,0.2536,0,-0.158608,0.420232,0.893448
959,80.4098,170.1258,204.7184,892.6,833.9,874.1,813.9,874.1,813.9,39.97,0,0.2537,0,-0.156175,0.413028,0.897227
960,80.4599,170.2657,204.6028,901.5,842.2,889.7,830.8,889.7,830.8,22.99,0,0.2524,0,-0.154113,0.411351,0.898354
961,80.5149,170.4410,204.4229,912.7,855.1,903.3,845.8,903.3,845.8,20.25,0,0.2537,0,-0.151561,0.408691,0.900000
962,80.5734,170.0813,203.8146,889.7,898.9,896.9,882.1,896.9,882.1,36.82,0,0.2583,0,-0.157967,0.398709,0.903370
963,80.6331,170.8985,203.0464,942.0,954.2,923.5,935.4,923.5,935.4,59.62,0,0.2597,0,-0.145839,0.387290,0.910350
964,80.6896,171.2702,203.1458,965.8,947.1,950.2,943.4,950.2,943.4,27.82,0,0.2577,0,-0.139807,0.389212,0.910477
965,80.7421,171.4253,203.2203,975.7,941.7,965.8,942.4,965.8,942.4,15.72,0,0.2643,0,-0.137258,0.390535,0.910298
966,80.7935,171.7049,203.1153,993.6,949.3,982.9,946.2,982.9,946.2,17.51,0,0.2618,0,-0.132903,0.389100,0.911558
967,80.8552,171.7488,203.1611,996.4,946.0,991.3,946.1,991.3,946.1,8.34,0,0.2642,0,-0.132158,0.389869,0.911338
968,80.9166,171.9316,203.2362,1008.1,940.6,1001.3,943.9,1001.3,943.9,10.23,0,0.2589,0,-0.129169,0.391218,0.911188
969,80.9671,172.1012,203.4038,1019.0,928.5,1010.9,941.6,1010.9,941.6,9.85,0,0.2579,0,-0.126307,0.394028,0.910378
970,81.0218,172.3093,203.4307,1032.3,926.6,1023.0,940.2,1023.0,940.2,12.18,0,0.2577,0,-0.122965,0.394622,0.910578
971,81.0757,172.3094,203.4539,1032.3,924.9,1027.9,936.5,1027.9,936.5,6.14,0,0.2579,0,-0.122941,0.394992,0.910421
972,81.1301,172.4973,203.4539,1044.3,924.9,1036.5,933.0,1036.5,933.0,9.27,0,0.2477,0,-0.119947,0.395138,0.910757
973,81.1910,172.6660,203.5476,1055.1,918.2,1046.7,927.4,1046.7,927.4,11.66,0,0.2480,0,-0.117177,0.396759,0.910413
974,81.2518,172.8563,204.4881,1067.3,850.4,1058.1,878.2,1058.1,878.2,50.54,0,0.2496,0,-0.113323,0.411833,0.904185
975,81.3122,173.0276,206.0531,1078.3,737.8,1069.2,767.6,1069.2,767.6,111.14,0,0.2560,0,-0.109211,0.436577,0.893014
976,81.3911,173.8216,205.9436,1129.1,745.6,1111.1,750.3,1111.1,750.3,45.30,0,0.2563,0,-0.096886,0.435428,0.894995
977,81.4634,174.1027,206.6028,1147.1,698.2,1135.7,710.2,1135.7,710.2,47.11,0,0.2568,0,-0.091966,0.445905,0.890343
978,81.5326,173.9129,206.9302,1134.9,674.6,1135.3,683.7,1135.3,683.7,26.47,0,0.2635,0,-0.094650,0.450872,0.887556
979,81.5961,173.5772,207.7906,1113.4,612.7,1127.5,629.6,1127.5,629.6,54.62,0,0.2589,0,-0.099097,0.463947,0.880303
980,81.6564,172.9694,208.1556,1074.5,586.4,1109.0,597.4,1109.0,597.4,37.21,0,0.2586,0,-0.108096,0.469102,0.876503
981,81.7188,172.7134,208.5808,1058.2,555.8,1080.3,566.4,1080.3,566.4,42.24,0,0.2605,0,-0.111583,0.475410,0.872659
982,81.7806,172.5603,208.5201,1048.4,560.1,1061.2,562.1,1061.2,562.1,19.56,0,0.2604,0,-0.113989,0.474354,0.872923
983,81.8400,172.6863,206.9044,1056.4,676.5,1058.7,595.9,1058.7,595.9,33.89,0,0.2604,0,-0.113712,0.449568,0.885979
984,81.8954,172.5560,206.3986,1048.1,712.9,1053.5,676.2,1053.5,676.2,80.46,0,0.2596,0,-0.116240,0.441599,0.889651
985,81.9497,172.6096,206.3169,1051.5,718.8,1052.7,705.8,1052.7,705.8,29.61,0,0.2493,0,-0.115486,0.440369,0.890358
986,82.0065,172.4627,206.1862,1042.1,728.2,1048.2,721.0,1048.2,721.0,15.88,0,0.2526,0,-0.117906,0.438211,0.891106
987,82.0589,172.2660,206.0030,1029.5,741.4,1039.9,734.1,1039.9,734.1,15.48,0,0.2530,0,-0.121162,0.435188,0.892150
988,82.1122,171.8769,205.2997,1004.6,792.0,1020.9,774.4,1020.9,774.4,44.52,0,0.2498,0,-0.127981,0.423839,0.896650
989,82.1701,171.3099,204.7000,968.3,835.2,987.0,819.3,987.0,819.3,56.28,0,0.2553,0,-0.137541,0.413896,0.899874
990,82.2285,170.5029,204.2081,916.7,870.6,936.7,857.6,936.7,857.6,63.30,0,0.2653,0,-0.150833,0.405361,0.901627
991,82.2891,169.6887,204.0233,864.6,883.9,882.0,876.8,882.0,876.8,57.95,0,0.2693,0,-0.163928,0.401602,0.901024
992,82.3433,167.2467,203.5172,708.3,920.4,737.9,907.8,737.9,907.8,147.42,0,0.2684,0,-0.203208,0.390699,0.897809
993,82.3968,164.9688,203.2950,562.5,936.4,586.3,927.7,586.3,927.7,152.85,0,0.2682,0,-0.239467,0.383958,0.891758
994,82.4512,160.9366,204.4721,304.4,851.6,331.7,901.8,331.7,901.8,255.89,0,0.2697,0,-0.300031,0.395166,0.868231
995,82.5087,157.6449,207.6649,93.8,621.7,113.3,674.8,113.3,674.8,315.04,0,0.2720,0,-0.342243,0.436262,0.832193
996,82.5668,156.6308,207.2599,28.9,650.9,36.7,656.1,36.7,656.1,78.76,0,0.2665,0,-0.358569,0.427570,0.829827
997,82.6259,153.6076,209.2808,-164.6,505.4,-147.3,529.6,10.0,529.6,129.30,0,0.2571,0,-0.397223,0.448849,0.800468
998,82.6803,153.4104,209.4276,-177.2,494.8,-173.8,501.6,10.0,501.6,28.03,0,0.2580,0,-0.399630,0.450385,0.798405
999,82.7336,153.5890,209.9259,-165.8,458.9,-167.0,468.0,10.0,468.0,33.59,0,0.2655,0,-0.395359,0.458235,0.796060
1000,82.7881,151.4371,207.6549,-303.5,622.4,-285.2,507.9,10.0,507.9,39.90,0,0.3090,0,-0.434331,0.418081,0.797850
1001,82.8473,150.5003,208.9945,-363.5,526.0,-352.9,508.5,10.0,508.5,0.62,0,0.3002,0,-0.443522,0.434442,0.783931
1002,82.9053,151.0129,207.7009,-330.7,619.1,-334.9,580.8,10.0,580.8,72.25,0,0.3010,0,-0.440389,0.417351,0.794906
1003,82.9584,150.2077,208.0118,-382.2,596.7,-372.0,590.5,10.0,590.5,9.69,0,0.2891,0,-0.451104,0.419152,0.787919
1004,83.0127,150.9595,208.2434,-334.1,580.1,-346.0,585.2,10.0,585.2,5.23,0,0.2949,0,-0.439385,0.425092,0.791352
1005,83.0676,150.9465,208.5830,-334.9,555.6,-339.4,578.7,10.0,578.7,6.53,0,0.2938,0,-0.438439,0.429996,0.789224
1006,83.1217,150.3236,208.4913,-374.8,562.2,-361.4,577.8,10.0,577.8,0.89,0,0.2898,0,-0.447807,0.426523,0.785842
1007,83.1750,149.7270,208.7554,-413.0,543.2,-395.9,565.0,10.0,565.0,12.82,0,0.2893,0,-0.455553,0.428254,0.780429
1008,83.2286,150.4472,208.7668,-366.9,542.4,-381.0,554.9,10.0,554.9,10.05,0,0.2829,0,-0.445074,0.430953,0.784977
1009,83.2812,150.7570,208.4895,-347.1,562.3,-374.1,557.3,10.0,557.3,2.39,0,0.2795,0,-0.441512,0.427989,0.788602
1010,83.3416,151.0144,209.4135,-330.6,495.8,-358.8,520.8,10.0,520.8,36.49,0,0.2723,0,-0.434612,0.442301,0.784527
1011,83.3991,151.2735,209.8166,-314.0,466.8,-335.1,485.3,10.0,485.3,35.56,0,0.2727,0,-0.429449,0.449040,0.783542
1012,83.4551,151.3045,209.6729,-312.0,477.1,-322.5,480.4,10.0,480.4,4.91,0,0.2749,0,-0.429499,0.447061,0.784644
1013,83.5121,151.3388,209.7909,-309.8,468.6,-315.9,473.7,10.0,473.7,6.70,0,0.2740,0,-0.428591,0.448891,0.784096
1014,83.5873,151.4091,210.3899,-305.3,425.5,-310.1,440.7,10.0,440.7,32.95,0,0.2747,0,-0.425456,0.457812,0.780638
1015,83.6701,151.5475,210.5340,-296.5,415.1,-302.8,423.3,10.0,423.3,17.38,0,0.2714,0,-0.422939,0.460373,0.780499
1016,83.7435,152.0099,210.3708,-266.9,426.9,-281.7,425.3,10.0,425.3,1.95,0,0.2744,0,-0.416820,0.459579,0.784250
1017,83.7946,152.8607,209.4987,-212.4,489.7,-237.1,441.8,10.0,441.8,16.51,0,0.2749,0,-0.407433,0.449680,0.794850
1018,83.8441,154.2029,209.0809,-126.5,519.8,-154.3,487.5,10.0,487.5,45.71,0,0.2646,0,-0.389128,0.447735,0.805054
1019,83.8905,155.2589,207.8374,-58.9,609.3,-80.0,576.8,10.0,576.8,89.33,0,0.2614,0,-0.377362,0.432440,0.818898
1020,83.9396,156.2154,207.6204,2.3,624.9,-14.0,612.7,10.0,612.7,35.87,0,0.2580,0,-0.363753,0.431852,0.825341
1021,83.9863,156.5746,207.4932,25.3,634.1,16.7,627.9,16.7,627.9,16.59,0,0.2569,0,-0.358750,0.430914,0.828017
1022,84.0367,156.6853,206.8760,32.4,678.5,28.6,665.2,28.6,665.2,39.09,0,0.2463,0,-0.358822,0.421956,0.832586
1023,84.0840,158.0421,206.6551,119.2,694.4,99.4,685.9,99.4,685.9,73.84,0,0.2493,0,-0.338989,0.422056,0.840806
1024,84.1319,159.1034,206.4684,187.1,707.9,169.8,701.0,169.8,701.0,71.95,0,0.2525,0,-0.323408,0.421753,0.847073
1025,84.1799,158.9808,206.5192,179.3,704.2,177.1,703.1,177.1,703.1,7.54,0,0.2535,0,-0.325138,0.422238,0.846168
1026,84.2284,159.6485,205.7103,222.0,762.4,211.3,744.1,211.3,744.1,53.44,0,0.2555,0,-0.316976,0.411451,0.854537
1027,84.2783,160.0362,205.4507,246.8,781.1,238.0,769.9,238.0,769.9,37.15,0,0.2550,0,-0.311666,0.408330,0.857981
1028,84.3251,160.1574,205.7076,254.6,762.6,249.8,765.5,249.8,765.5,12.56,0,0.2585,0,-0.309209,0.412520,0.856864
1029,84.3729,160.6539,205.4940,286.4,778.0,275.7,772.8,275.7,772.8,26.98,0,0.2601,0,-0.302105,0.410305,0.860455
1030,84.4197,160.5075,205.6750,277.0,765.0,276.5,769.0,276.5,769.0,3.92,0,0.2574,0,-0.303931,0.412770,0.858631
1031,84.4666,160.6708,205.5301,287.4,775.4,283.2,771.9,283.2,771.9,7.31,0,0.2573,0,-0.301762,0.410894,0.860294
1032,84.5126,160.6957,205.7591,289.0,758.9,286.5,767.9,286.5,767.9,5.20,0,0.2563,0,-0.300856,0.414454,0.858903
1033,84.5614,160.7253,205.8755,290.9,750.5,288.8,766.1,288.8,766.1,2.90,0,0.2554,0,-0.300134,0.416298,0.858263
1034,84.6092,160.6970,205.9027,289.1,748.6,289.0,763.6,289.0,763.6,2.59,0,0.2576,0,-0.300504,0.416654,0.857961
1035,84.6581,160.8700,205.7775,300.2,757.6,294.1,762.5,294.1,762.5,5.21,1,0.2578,0,-0.298145,0.415099,0.859536
1036,84.7067,161.0082,205.4698,309.0,779.8,300.9,763.8,294.1,762.5,7.02,1,0.2580,0,-0.296725,0.410668,0.862152
1037,84.7555,160.7253,205.2115,290.9,798.4,297.6,776.5,294.1,762.5,13.06,1,0.2579,0,-0.301650,0.406120,0.862597
1038,84.8023,160.5017,205.0725,276.6,808.4,296.1,791.4,296.1,791.4,15.04,0,0.2552,0,-0.305397,0.403520,0.862499
1039,84.8507,160.9927,205.4233,308.0,783.1,298.4,788.4,298.4,788.4,3.81,0,0.2558,0,-0.297067,0.409923,0.862389
1040,84.8974,160.9357,205.3057,304.4,791.6,299.6,789.4,299.6,789.4,1.63,0,0.2565,0,-0.298207,0.407999,0.862908
1041,84.9468,160.7908,205.1691,295.1,801.4,299.0,793.7,299.0,793.7,4.37,0,0.2543,0,-0.300739,0.405602,0.863159
1042,84.9937,160.3502,204.9807,266.9,815.0,290.6,802.6,290.6,802.6,12.22,0,0.2527,0,-0.307933,0.401793,0.862404
1043,85.0429,160.4922,204.5271,276.0,847.6,285.7,827.6,285.7,827.6,25.43,0,0.2507,0,-0.306764,0.395108,0.865901
1044,85.0900,160.6055,204.5874,283.3,843.3,285.0,836.0,285.0,836.0,8.43,0,0.2520,0,-0.304885,0.396270,0.866034
1045,85.1366,160.8167,204.8549,296.8,824.0,286.5,831.0,286.5,831.0,5.16,0,0.2525,0,-0.301041,0.400823,0.865283
1046,85.1867,160.8426,205.2969,298.4,792.2,287.2,830.7,287.2,830.7,0.79,0,0.2528,0,-0.299656,0.407673,0.862560
1047,85.2323,160.8988,205.3902,302.0,785.5,290.2,813.1,290.2,813.1,17.85,0,0.2523,0,-0.298583,0.409221,0.862199
1048,85.2809,160.7319,205.4507,291.3,781.1,290.4,797.2,290.4,797.2,15.92,0,0.2502,0,-0.301007,0.409804,0.861078
1049,85.3285,161.1674,204.8246,319.2,826.2,301.0,804.3,301.0,804.3,12.83,0,0.2531,0,-0.295704,0.401066,0.867009
1050,85.3764,161.1444,204.5466,317.7,846.2,307.9,815.4,307.9,815.4,12.99,0,0.2514,0,-0.296663,0.396731,0.868675
1051,85.4235,160.9218,204.5965,303.5,842.6,306.5,826.2,306.5,826.2,10.96,0,0.2516,0,-0.299989,0.397056,0.867383
1052,85.4712,160.7759,204.4612,294.2,852.4,304.6,838.6,304.6,838.6,12.49,0,0.2520,0,-0.302535,0.394673,0.867586
1053,85.5202,160.5325,204.8803,278.6,822.2,299.5,833.4,299.5,833.4,7.24,0,0.2535,0,-0.305357,0.400630,0.863859
1054,85.5764,160.4263,204.9848,271.8,814.7,288.5,832.0,288.5,832.0,11.12,0,0.2510,0,-0.306755,0.402015,0.862720
1055,85.6319,160.8289,204.7813,297.6,829.3,290.8,831.9,290.8,831.9,2.28,0,0.2518,0,-0.301015,0.399715,0.865805
1056,85.6899,160.9005,204.6738,302.1,837.1,291.5,832.4,291.5,832.4,0.86,0,0.2511,0,-0.300148,0.398204,0.866801
1057,85.7472,160.9105,204.7427,302.8,832.1,292.9,832.4,292.9,832.4,1.40,0,0.2532,0,-0.299843,0.399286,0.866409
1058,85.8040,160.9631,205.0094,306.1,812.9,296.1,828.2,296.1,828.2,5.28,0,0.2456,0,-0.298446,0.403500,0.864938
1059,85.8573,160.9761,204.8973,307.0,821.0,299.2,826.5,299.2,826.5,3.52,0,0.2407,0,-0.298492,0.401801,0.865713
1060,85.9135,160.6420,205.0883,285.6,807.2,298.1,819.6,298.1,819.6,6.97,1,0.2390,0,-0.303207,0.404054,0.863021
1061,85.9707,160.6524,205.0326,286.3,811.2,296.7,816.6,298.1,819.6,3.30,1,0.2368,0,-0.303172,0.403219,0.863424
1062,86.0319,160.2198,205.0704,258.6,808.5,280.1,813.7,280.1,813.7,16.86,0,0.2376,0,-0.309731,0.402895,0.861245
1063,86.0835,160.6786,205.3256,287.9,790.1,282.2,803.8,282.2,803.8,10.12,0,0.2435,0,-0.302110,0.407773,0.861656
1064,86.1367,160.7062,205.0964,289.7,806.7,283.3,804.8,283.3,804.8,1.45,0,0.2385,0,-0.302202,0.404311,0.863254
1065,86.1955,160.7866,205.4074,294.8,784.3,284.0,795.9,284.0,795.9,8.91,0,0.2435,0,-0.300266,0.409253,0.861599
1066,86.2495,160.7804,204.9036,294.4,820.5,285.8,798.8,285.8,798.8,3.40,0,0.2417,0,-0.301492,0.401499,0.864813
1067,86.3087,160.7712,204.9041,293.9,820.5,287.7,803.3,287.7,803.3,4.95,0,0.2424,0,-0.301632,0.401487,0.864769
1068,86.3633,160.7391,204.8381,291.8,825.2,288.6,811.0,288.6,811.0,7.69,0,0.2404,0,-0.302273,0.400405,0.865047
1069,86.4284,160.5950,204.6981,282.6,835.3,287.9,822.5,287.9,822.5,11.53,0,0.2398,0,-0.304802,0.397954,0.865291
1070,86.4894,160.5214,204.4222,277.9,855.2,287.1,840.2,287.1,840.2,17.71,0,0.2406,0,-0.306546,0.393552,0.866687
1071,86.5455,160.4883,204.3824,275.8,858.1,284.8,849.5,284.8,849.5,9.61,0,0.2399,0,-0.307144,0.392870,0.866785
1072,86.6023,160.5159,204.4014,277.5,856.7,283.1,853.0,283.1,853.0,3.86,0,0.2389,0,-0.306677,0.393220,0.866791
1073,86.6617,160.5099,204.5220,277.1,848.0,281.6,851.1,281.6,851.1,2.43,0,0.2375,0,-0.306502,0.395067,0.866013
1074,86.7187,160.8533,205.5314,299.1,775.3,282.5,817.1,282.5,817.1,34.00,0,0.2366,0,-0.298961,0.411294,0.861080
1075,86.7847,161.7270,205.4394,355.0,782.0,324.6,797.1,324.6,797.1,46.55,0,0.2332,0,-0.285747,0.411646,0.865388
1076,86.8556,162.5210,205.6554,405.8,766.4,383.3,778.3,383.3,778.3,61.63,0,0.2319,0,-0.273064,0.416503,0.867157
1077,86.9392,162.6906,206.0366,416.7,739.0,407.8,751.8,407.8,751.8,36.11,0,0.2337,0,-0.269646,0.422686,0.865233
1078,87.0230,163.0051,206.0766,436.8,736.1,428.3,741.9,428.3,741.9,22.85,0,0.2350,0,-0.264727,0.423890,0.866162
1079,87.0935,165.5968,206.3925,602.7,713.3,572.5,724.6,572.5,724.6,145.20,0,0.2508,0,-0.224193,0.433203,0.872968
1080,87.1671,169.3126,206.8559,840.5,680.0,813.0,694.9,813.0,694.9,242.31,0,0.2633,0,-0.166033,0.445478,0.879763
1081,87.2136,171.5779,205.9606,985.5,744.4,963.1,705.4,963.1,705.4,150.52,0,0.2529,0,-0.131957,0.433925,0.891233
1082,87.2602,172.4854,205.6995,1043.6,763.2,1032.6,727.4,1032.6,727.4,72.91,0,0.2600,0,-0.118032,0.430620,0.894782
1083,87.3106,174.8283,205.6806,1193.5,764.6,1174.9,746.6,1174.9,746.6,143.57,0,0.2490,0,-0.081299,0.431919,0.898241
