frame,time_s,raw_yaw_deg,raw_pitch_deg,raw_screen_x,raw_screen_y,filtered_x,filtered_y,final_x,final_y,speed,locked,ear_avg,blink_click,fwd_x,fwd_y,fwd_z
417,25.2734,190.1541,207.6276,1458.5,844.4,1466.0,889.1,1466.0,889.1,31.48,0,0.2123,0,0.156720,0.457992,0.875032
418,25.3282,189.8238,207.4694,1437.4,855.8,1444.7,874.6,1444.7,874.6,25.74,0,0.2203,0,0.151853,0.455925,0.876968
419,25.3800,189.6237,207.3665,1424.6,863.2,1430.5,869.8,1430.5,869.8,14.97,0,0.2171,0,0.148907,0.454555,0.878184
420,25.4329,189.4286,207.5363,1412.1,851.0,1418.0,861.2,1418.0,861.2,15.22,0,0.2185,0,0.145680,0.457378,0.877259
421,25.4907,188.6208,207.6682,1360.4,841.5,1376.1,851.3,1376.1,851.3,43.05,0,0.2163,0,0.133077,0.460220,0.877775
422,25.5465,188.4145,207.4596,1347.2,856.5,1355.7,853.3,1355.7,853.3,20.45,0,0.2248,0,0.130144,0.457201,0.879790
423,25.6015,187.7748,207.3508,1306.3,864.3,1320.2,855.8,1320.2,855.8,35.60,0,0.2204,0,0.120390,0.456095,0.881750
424,25.6554,187.5527,207.6016,1292.0,846.3,1300.6,853.2,1300.6,853.2,19.83,0,0.2357,0,0.116696,0.460155,0.880136
425,25.7119,187.0332,207.2206,1258.8,873.7,1270.8,854.4,1270.8,854.4,29.77,0,0.2183,0,0.109055,0.454690,0.883948
426,25.7675,187.0311,206.6954,1258.7,911.5,1262.7,882.5,1262.7,882.5,29.32,0,0.2439,0,0.109525,0.446545,0.888033
427,25.8207,187.1827,207.2571,1268.4,871.1,1265.9,878.6,1265.9,878.6,5.08,0,0.2526,0,0.111332,0.455137,0.883434
428,25.8701,187.0618,206.5359,1260.6,923.0,1263.2,901.1,1263.2,901.1,22.64,0,0.2393,0,0.110154,0.444040,0.889210
429,25.9280,187.7475,207.0940,1304.5,882.8,1270.1,894.4,1270.1,894.4,9.56,0,0.2532,0,0.120241,0.452148,0.883801
430,25.9908,187.4995,206.8632,1288.6,899.4,1272.9,896.2,1272.9,896.2,3.32,0,0.2395,0,0.116637,0.448778,0.885999
431,26.0472,177.4640,199.7561,646.4,1411.2,702.4,1358.8,702.4,1358.8,734.50,0,0.3383,0,-0.041647,0.337723,0.940324
432,26.2280,183.3094,207.6948,1020.5,839.6,964.2,941.0,964.2,941.0,493.00,0,0.2321,0,0.051132,0.464153,0.884278
433,26.2987,184.4178,207.1325,1091.4,880.0,1033.6,898.6,1033.6,898.6,81.42,0,0.2220,0,0.068594,0.454976,0.887858
434,51.9936,183.9597,205.0814,1062.1,1027.7,1057.4,999.5,1057.4,999.5,103.76,0,0.1960,0,0.062571,0.423074,0.903932
435,52.0491,182.4733,204.0617,967.0,1101.1,1003.7,1062.9,1003.7,1062.9,83.10,0,0.2502,0,0.039411,0.407403,0.912398
436,52.1057,181.6203,204.2302,912.4,1089.0,937.7,1079.3,937.7,1079.3,68.00,0,0.2348,0,0.025786,0.410268,0.911600
437,52.1586,182.8098,205.9495,988.5,965.2,963.5,1035.9,963.5,1035.9,50.48,0,0.2248,0,0.044088,0.437153,0.898306
438,52.2114,183.2424,205.6927,1016.2,983.7,966.2,1006.6,966.2,1006.6,29.37,0,0.2527,0,0.050983,0.432981,0.899960
439,52.2657,182.8467,205.9574,990.9,964.7,973.7,980.5,973.7,980.5,27.20,0,0.2173,0,0.044665,0.437267,0.898222
440,52.3217,182.7299,205.8078,983.4,975.4,976.9,977.6,976.9,977.6,4.32,0,0.1999,0,0.042886,0.434954,0.899431
441,52.3759,182.8110,206.7147,988.6,910.1,981.0,932.3,981.0,932.3,45.50,0,0.2372,0,0.043817,0.449117,0.892398
442,52.4317,181.8667,206.3218,928.1,938.4,964.6,935.9,964.6,935.9,16.83,0,0.2203,0,0.029200,0.443223,0.895936
443,52.4834,181.0386,206.2363,875.1,944.6,908.4,940.0,908.4,940.0,56.36,0,0.2674,0,0.016260,0.442015,0.896860
444,52.5400,179.9702,207.4548,806.8,856.8,831.9,883.8,831.9,883.8,94.89,0,0.2462,0,-0.000462,0.461048,0.887375
445,52.5916,176.7860,206.7767,603.0,905.7,637.5,895.3,637.5,895.3,194.70,0,0.2385,0,-0.050069,0.449950,0.891649
446,52.6436,169.5308,205.5908,138.6,991.0,177.1,932.9,177.1,932.9,462.00,0,0.2269,0,-0.164389,0.426065,0.889632
447,52.6995,168.2630,207.5132,57.5,852.6,67.1,897.3,67.1,897.3,115.62,0,0.2396,0,-0.181215,0.454305,0.872220
448,52.7531,165.9333,207.1439,-91.6,879.2,-78.1,889.0,10.0,889.0,57.68,0,0.2645,0,-0.217625,0.445292,0.868536
449,52.8022,164.0130,211.5346,-214.5,563.1,-201.6,613.8,10.0,613.8,275.18,0,0.2563,0,-0.237221,0.508084,0.827995
450,52.8583,163.7324,211.1560,-232.5,590.4,-229.2,594.3,10.0,594.3,19.50,0,0.2497,0,-0.242278,0.501956,0.830266
451,52.9135,165.2537,210.4401,-135.1,641.9,-151.5,629.6,10.0,629.6,35.28,0,0.2578,0,-0.221302,0.494075,0.840783
452,52.9676,163.7868,208.7331,-229.0,764.8,-215.4,637.9,10.0,637.9,8.39,0,0.2501,0,-0.247069,0.465826,0.849684
453,53.0195,162.3544,206.9078,-320.6,896.2,-303.2,845.0,10.0,845.0,207.00,0,0.2325,0,-0.272890,0.435380,0.857890
454,53.0768,162.8299,205.5581,-290.2,993.4,-292.9,971.4,10.0,971.4,126.46,0,0.2200,0,-0.268510,0.415583,0.869019
455,53.1348,164.3828,204.5802,-190.8,1063.8,-238.2,1050.3,10.0,1050.3,78.84,0,0.2223,0,-0.246363,0.403146,0.881350
456,53.1896,165.7031,203.9786,-106.3,1107.1,-163.4,1097.6,10.0,1097.6,47.40,0,0.2196,0,-0.226780,0.395807,0.889892
457,53.2440,166.8677,203.1055,-31.8,1170.0,-64.1,1157.6,10.0,1157.6,59.99,0,0.2090,0,-0.209810,0.383691,0.899311
458,53.2987,166.6646,203.3368,-44.8,1153.3,-50.1,1154.3,10.0,1154.3,3.36,0,0.2034,0,-0.212671,0.387074,0.897187
459,53.3531,165.7651,203.2228,-102.4,1161.5,-77.5,1159.6,10.0,1159.6,5.33,0,0.1870,0,-0.227045,0.384010,0.894978
460,53.4072,168.2111,202.3764,54.2,1222.5,20.6,1207.0,20.6,1207.0,48.53,0,0.2348,0,-0.189496,0.373792,0.907949
461,53.4597,169.1813,201.8134,116.3,1263.0,95.6,1249.4,95.6,1249.4,86.14,0,0.2109,0,-0.174688,0.365871,0.914124
462,53.5171,169.9725,200.0816,166.9,1387.7,152.9,1363.8,152.9,1363.8,128.04,0,0.2048,0,-0.163828,0.338718,0.926515
463,53.5689,169.2747,197.8180,122.3,1550.7,131.5,1524.6,131.5,1430.0,69.55,0,0.1771,0,-0.177461,0.301138,0.936922
464,53.6247,170.0100,197.9597,169.3,1540.5,158.4,1537.9,158.4,1430.0,26.91,0,0.1789,0,-0.165259,0.304109,0.938194
465,53.6856,172.4508,197.6829,325.5,1560.4,294.6,1556.0,294.6,1430.0,136.20,0,0.2020,1,-0.125270,0.301357,0.945247
466,53.7400,173.9156,197.9086,419.3,1544.2,401.1,1547.0,401.1,1430.0,106.52,0,0.2271,0,-0.100911,0.305929,0.946691
467,53.7934,176.1417,197.6589,561.7,1562.1,539.8,1557.5,539.8,1430.0,138.70,0,0.2441,0,-0.064132,0.302725,0.950918
468,53.8483,177.2035,199.0418,629.7,1462.6,617.4,1540.3,617.4,1430.0,77.54,0,0.2396,0,-0.046126,0.325911,0.944275
469,53.9042,178.8420,199.7586,734.6,1411.0,719.2,1454.8,719.2,1430.0,101.89,0,0.2346,0,-0.019020,0.337997,0.940955
470,53.9567,179.7261,198.1009,791.1,1530.3,780.6,1467.4,780.6,1430.0,61.36,0,0.2232,0,-0.004544,0.310689,0.950501
471,54.0070,181.1239,196.5463,880.6,1642.3,865.8,1592.2,865.8,1430.0,85.18,0,0.2276,0,0.018803,0.284739,0.958421
472,54.0637,182.2280,196.0299,951.3,1679.4,939.4,1660.1,939.4,1430.0,73.59,0,0.2419,0,0.037367,0.275946,0.960446
473,54.1186,182.4512,195.9251,965.5,1687.0,961.1,1680.2,961.1,1430.0,21.72,0,0.2543,0,0.041129,0.274148,0.960808
474,54.1769,181.7365,196.0310,919.8,1679.4,929.9,1679.6,929.9,1430.0,31.20,0,0.2397,0,0.029126,0.276041,0.960705
475,54.2351,181.5155,195.9582,905.7,1684.6,914.2,1682.8,914.2,1430.0,15.74,0,0.2276,0,0.025429,0.274847,0.961152
476,54.2915,181.0226,196.1957,874.1,1667.5,898.1,1675.1,898.1,1430.0,16.05,0,0.2255,0,0.017139,0.278878,0.960174
477,54.3405,181.3575,196.4219,895.5,1651.2,897.4,1669.4,897.4,1430.0,0.74,0,0.2398,0,0.022725,0.282635,0.958958
478,54.3977,181.0586,196.6288,876.4,1636.3,897.3,1662.1,897.3,1430.0,0.05,0,0.2157,0,0.017703,0.286125,0.958029
479,54.4574,180.9880,196.6070,871.9,1637.9,889.6,1652.8,889.6,1430.0,7.73,0,0.2273,0,0.016524,0.285766,0.958157
480,54.5375,181.1307,196.6147,881.0,1637.3,886.5,1645.5,886.5,1430.0,3.11,0,0.2399,0,0.018909,0.285884,0.958078
481,54.6145,181.3365,196.1000,894.2,1674.4,887.8,1646.1,887.8,1430.0,1.35,0,0.2382,0,0.022410,0.277245,0.960538
482,54.6718,181.3845,196.5699,897.3,1640.6,888.2,1645.7,888.2,1430.0,0.39,1,0.2353,0,0.023159,0.285108,0.958216
483,54.7304,181.6122,196.2999,911.9,1660.0,895.4,1647.9,888.2,1430.0,7.14,1,0.2468,0,0.027005,0.280562,0.959456
484,54.7858,181.9128,196.7154,931.1,1630.1,912.1,1645.4,912.1,1430.0,16.75,0,0.2534,0,0.031969,0.287471,0.957256
485,54.8361,181.9276,196.6115,932.0,1637.6,921.6,1643.9,921.6,1430.0,9.49,0,0.2598,0,0.032235,0.285732,0.957767
486,54.8897,181.9594,196.4854,934.1,1646.6,927.6,1644.3,927.6,1430.0,5.99,0,0.2562,0,0.032787,0.283618,0.958377
487,54.9461,181.7129,196.8391,918.3,1621.2,924.2,1636.7,924.2,1430.0,3.36,0,0.2375,0,0.028610,0.289567,0.956730
488,55.0038,181.8435,197.2233,926.7,1593.5,925.0,1614.2,925.0,1430.0,0.77,0,0.2330,0,0.030728,0.295957,0.954707
489,55.0564,181.7930,197.6790,923.4,1560.7,924.6,1581.4,924.6,1430.0,0.36,0,0.2421,0,0.029812,0.303549,0.952349
490,55.1049,181.7602,198.5845,921.3,1495.5,924.2,1520.9,924.2,1430.0,0.46,0,0.2466,0,0.029116,0.318568,0.947453
491,55.1627,181.5477,198.6145,907.7,1493.3,922.2,1501.1,922.2,1430.0,2.01,1,0.2439,0,0.025597,0.319094,0.947377
492,55.2191,181.4286,198.8240,900.1,1478.3,915.2,1485.4,922.2,1430.0,7.00,1,0.2468,0,0.023598,0.322572,0.946251
493,55.2732,181.2997,198.7610,891.8,1482.8,905.5,1483.8,922.2,1430.0,9.63,1,0.2451,0,0.021477,0.321548,0.946650
494,55.3273,181.1794,198.5939,884.2,1494.8,895.6,1489.4,922.2,1430.0,9.94,1,0.2461,0,0.019509,0.318798,0.947622
495,55.3767,180.9822,198.7097,871.5,1486.5,883.8,1488.1,922.2,1430.0,11.80,1,0.2525,0,0.016236,0.320731,0.947031
496,55.4312,181.0253,198.6622,874.3,1489.9,879.2,1488.8,922.2,1430.0,4.62,1,0.2491,0,0.016954,0.319943,0.947285
497,55.4794,180.9358,198.5897,868.6,1495.1,874.5,1490.3,922.2,1430.0,4.71,1,0.2476,0,0.015481,0.318751,0.947712
498,55.5341,181.0428,198.7234,875.4,1485.5,874.8,1489.1,922.2,1430.0,0.37,1,0.2409,0,0.017237,0.320953,0.946938
499,55.5893,181.1466,199.0091,882.0,1464.9,876.8,1479.6,922.2,1430.0,1.97,1,0.2441,0,0.018919,0.325660,0.945297
500,55.6372,181.0449,199.0790,875.5,1459.9,876.5,1471.3,922.2,1430.0,0.27,1,0.2468,0,0.017234,0.326823,0.944929
501,55.6915,180.9508,199.2166,869.5,1450.0,874.8,1460.9,922.2,1430.0,1.79,1,0.2459,0,0.015669,0.329101,0.944165
502,55.7482,181.2350,199.8191,887.7,1406.6,875.4,1427.3,922.2,1430.0,2.79,1,0.2395,0,0.020276,0.338982,0.940574
503,55.8002,180.9097,200.0524,866.9,1389.8,874.2,1403.7,874.2,1403.7,23.65,0,0.2174,0,0.014914,0.342841,0.939275
504,55.8533,180.8661,200.1366,864.1,1383.8,871.9,1391.4,871.9,1391.4,12.51,0,0.2134,0,0.014192,0.344225,0.938780
505,55.9077,180.6019,200.1916,847.2,1379.8,862.5,1384.6,862.5,1384.6,11.60,0,0.2036,0,0.009860,0.345143,0.938498
506,55.9635,179.9183,200.1716,803.4,1381.2,827.7,1382.8,827.7,1382.8,34.82,0,0.1890,0,-0.001339,0.344833,0.938663
507,56.0199,178.1089,200.9633,687.6,1324.2,719.7,1345.1,719.7,1345.1,114.43,0,0.2065,0,-0.030817,0.357600,0.933366
508,56.0736,177.2633,201.8953,633.5,1257.1,651.6,1281.0,651.6,1281.0,93.53,0,0.2098,0,-0.044309,0.372545,0.926956
509,56.1229,177.0664,202.0509,620.9,1245.9,628.4,1256.2,628.4,1256.2,33.92,0,0.2109,0,-0.047444,0.375008,0.925807
510,56.1800,175.5421,203.0669,523.4,1172.8,542.9,1191.6,542.9,1191.6,107.22,0,0.2174,0,-0.071545,0.390801,0.917691
511,56.2378,174.0519,204.5743,428.0,1064.2,446.6,1086.7,446.6,1086.7,142.42,0,0.2255,0,-0.094329,0.414018,0.905368
512,56.2920,173.7455,204.5031,408.4,1069.4,415.7,1073.2,415.7,1073.2,33.72,0,0.2281,0,-0.099234,0.412695,0.905448
513,56.3466,172.7772,204.6661,346.4,1057.6,359.5,1061.6,359.5,1061.6,57.34,0,0.2354,0,-0.114413,0.414589,0.902788
514,56.4015,171.5733,204.2262,269.4,1089.3,285.3,1079.2,285.3,1079.2,76.26,0,0.2426,0,-0.133880,0.406646,0.903723
515,56.4558,171.0993,204.0681,239.0,1100.7,248.0,1089.6,248.0,1089.6,38.76,0,0.2397,0,-0.141553,0.403715,0.903868
516,56.5113,171.1401,203.9289,241.6,1110.7,243.1,1095.2,243.1,1095.2,7.44,0,0.2394,0,-0.141057,0.401547,0.904910
517,56.5607,170.7659,203.7725,217.7,1122.0,224.8,1098.8,224.8,1098.8,18.70,0,0.2354,0,-0.147161,0.398718,0.905189
518,56.6157,170.8761,207.1374,224.7,879.7,224.7,929.3,224.7,929.3,169.41,0,0.2591,0,-0.141484,0.451538,0.880963
519,56.6701,171.2928,207.8200,251.4,830.5,239.1,849.9,239.1,849.9,80.68,0,0.2628,0,-0.134223,0.462472,0.876415
520,56.7219,171.7718,207.6913,282.1,839.8,245.3,842.3,245.3,842.3,9.87,0,0.2644,0,-0.127005,0.460944,0.878294
521,56.7733,171.6676,207.9998,275.4,817.6,252.9,824.3,252.9,824.3,19.55,0,0.2619,0,-0.128250,0.465591,0.875658
522,56.8313,171.8082,207.7052,284.4,838.8,267.0,834.0,267.0,834.0,17.10,0,0.2578,0,-0.126429,0.461192,0.878247
523,56.8881,172.7439,207.8074,344.3,831.5,317.3,832.5,317.3,832.5,50.31,0,0.2543,0,-0.111913,0.463571,0.878964
524,56.9387,173.3122,208.0698,380.7,812.6,361.0,821.2,361.0,821.2,45.13,0,0.2547,0,-0.102915,0.468048,0.877690
525,56.9879,177.4440,207.3155,645.1,866.9,603.7,831.5,603.7,831.5,242.91,0,0.2471,0,-0.039632,0.458529,0.887795
526,57.0458,182.8362,205.7692,990.2,978.2,959.4,932.5,959.4,932.5,369.80,0,0.2595,0,0.044571,0.434316,0.899657
527,57.1003,189.4716,205.5576,1414.9,993.4,1387.0,976.2,1387.0,976.2,429.87,0,0.2535,0,0.148832,0.426613,0.892104
528,57.1528,190.7533,204.8566,1496.9,1043.9,1489.0,1026.5,1489.0,1026.5,113.69,0,0.2635,0,0.169820,0.414243,0.894183
529,57.2046,194.1474,204.0966,1714.1,1098.6,1698.1,1081.7,1698.1,1081.7,216.27,0,0.2567,0,0.224238,0.397880,0.889612
530,57.2604,198.6732,204.9536,2003.8,1036.9,1985.1,1052.5,1985.1,1052.5,288.49,0,0.2696,0,0.292966,0.403372,0.866869
531,57.3153,198.7757,203.9401,2010.3,1109.9,2008.3,1092.5,2008.3,1092.5,46.22,0,0.2929,0,0.296715,0.387507,0.872811
532,57.3649,198.6734,203.6642,2003.8,1129.8,2004.3,1117.9,2004.3,1117.9,25.71,0,0.2995,0,0.295702,0.383425,0.874954
533,57.4198,199.3423,204.7704,2046.6,1050.1,2041.4,1090.8,2041.4,1090.8,46.01,0,0.2954,0,0.303677,0.399197,0.865114
534,57.4745,198.4505,204.7111,1989.5,1054.4,1998.9,1087.7,1998.9,1087.7,42.66,0,0.3003,0,0.290054,0.400072,0.869374
535,57.5234,198.7054,205.1452,2005.8,1023.1,2004.2,1055.1,2004.2,1055.1,32.98,0,0.2997,0,0.293044,0.406260,0.865493
536,57.5768,197.6898,204.9138,1940.8,1039.8,1965.0,1047.2,1965.0,1047.2,39.96,0,0.2953,0,0.277872,0.404664,0.871226
537,57.6339,196.8052,204.6895,1884.2,1055.9,1959.9,1050.8,1959.9,1050.8,6.29,0,0.2961,0,0.264626,0.402811,0.876194
538,57.6886,195.5278,204.8474,1802.4,1044.6,1846.4,1048.5,1846.4,1048.5,113.45,0,0.2933,0,0.244476,0.407452,0.879894
539,57.7390,194.7153,204.9127,1750.4,1039.9,1773.0,1045.4,1773.0,1045.4,73.48,0,0.2946,0,0.231710,0.409773,0.882268
540,57.7947,193.5125,204.6835,1673.5,1056.4,1692.3,1047.8,1692.3,1047.8,80.74,0,0.2977,0,0.213326,0.407992,0.887713
541,57.8486,191.2570,205.8871,1529.1,969.7,1553.5,1001.7,1553.5,1001.7,146.26,0,0.3062,0,0.176263,0.429764,0.885570
542,57.8986,189.0765,205.3496,1389.6,1008.4,1411.5,1004.9,1411.5,1004.9,142.01,0,0.3076,0,0.142890,0.423747,0.894439
543,57.9522,183.6035,204.4663,1039.3,1072.0,1070.1,1021.6,1070.1,1021.6,341.85,0,0.2850,0,0.057227,0.413479,0.908714
544,58.0085,179.8418,205.1902,798.5,1019.9,817.9,1021.3,817.9,1021.3,252.21,0,0.2719,0,-0.002498,0.425623,0.904897
545,58.0637,172.8145,206.3263,348.8,938.1,374.7,976.2,374.7,976.2,445.43,0,0.2704,0,-0.112282,0.440678,0.890615
546,58.1127,170.7038,206.7972,213.7,904.2,224.5,929.3,224.5,929.3,157.39,0,0.2652,0,-0.144574,0.446098,0.883230
547,58.1656,169.5556,207.5850,140.2,847.5,146.4,869.0,146.4,869.0,98.64,0,0.2559,0,-0.161243,0.457004,0.874727
548,58.2192,169.7810,207.5250,154.7,851.8,153.9,856.9,153.9,856.9,14.27,0,0.2560,0,-0.157861,0.456341,0.875690
549,58.2761,169.9280,207.4235,164.1,859.1,162.8,858.3,162.8,858.3,9.07,0,0.2607,0,-0.155739,0.454944,0.876796
550,58.3276,171.5746,206.5965,269.4,918.6,244.7,873.2,244.7,873.2,83.20,0,0.2594,0,-0.131300,0.443829,0.886440
551,58.3809,172.4209,206.0139,323.6,960.6,289.6,919.5,289.6,919.5,64.48,0,0.1865,0,-0.118731,0.435487,0.892331
552,58.4362,174.5488,205.3183,459.8,1010.7,397.8,983.4,397.8,983.4,125.65,0,0.1957,0,-0.085944,0.426064,0.900602
553,58.4899,176.3365,204.1996,574.2,1091.2,539.3,1066.8,539.3,1066.8,164.29,0,0.1911,0,-0.058301,0.409220,0.910571
554,58.5403,178.6383,203.7673,721.5,1122.3,694.1,1109.3,694.1,1109.3,160.53,0,0.2164,0,-0.021750,0.402927,0.914974
555,58.5983,180.4512,201.7627,837.5,1266.7,820.0,1242.1,820.0,1242.1,182.96,0,0.2167,0,0.007314,0.370753,0.928703
556,58.6570,181.1480,201.3548,882.1,1296.0,873.7,1286.9,873.7,1286.9,69.93,0,0.2149,0,0.018660,0.364079,0.931181
557,58.7358,181.0931,201.6431,878.6,1275.3,877.9,1277.5,877.9,1277.5,10.28,0,0.2219,0,0.017732,0.368766,0.929353
558,58.7980,181.2307,200.9489,887.4,1325.3,885.3,1313.9,885.3,1313.9,37.13,0,0.2189,0,0.020059,0.357463,0.933712
559,58.8753,182.8571,200.3050,991.5,1371.6,974.1,1359.8,974.1,1359.8,99.90,0,0.2322,0,0.046755,0.346639,0.936833
560,58.9245,183.5918,200.0887,1038.5,1387.2,1024.0,1378.9,1024.0,1378.9,53.43,0,0.2362,0,0.058851,0.342879,0.937534
561,58.9705,184.9771,198.9444,1127.2,1469.6,1106.3,1446.6,1106.3,1430.0,96.95,0,0.2364,0,0.082091,0.323556,0.942641
562,59.0202,185.6501,200.0197,1170.3,1392.2,1158.0,1413.1,1158.0,1413.1,54.36,0,0.2418,0,0.092557,0.340874,0.935542
563,59.0670,185.4873,200.1042,1159.9,1386.1,1159.4,1401.2,1159.4,1401.2,11.94,0,0.2451,0,0.089847,0.342339,0.935271
564,59.1148,185.7366,199.6750,1175.8,1417.0,1171.3,1408.4,1171.3,1408.4,13.95,0,0.2493,0,0.094174,0.335188,0.937433
565,59.1640,185.5798,199.8250,1165.8,1406.2,1167.6,1407.6,1167.6,1407.6,3.81,0,0.2523,0,0.091520,0.337725,0.936785
566,59.2122,187.2816,199.6811,1274.7,1416.5,1248.4,1411.0,1248.4,1411.0,80.88,0,0.2705,0,0.119450,0.334374,0.934840
567,59.2593,187.9627,198.8965,1318.3,1473.0,1302.1,1446.6,1302.1,1430.0,56.96,0,0.2592,0,0.131195,0.321060,0.937928
568,59.3106,188.1331,198.7418,1329.2,1484.2,1322.7,1470.2,1322.7,1430.0,20.56,0,0.2512,0,0.134111,0.318401,0.938422
569,59.3592,188.9075,198.0496,1378.7,1534.0,1365.1,1513.8,1365.1,1430.0,42.44,0,0.2531,0,0.147389,0.306456,0.940405
570,59.4075,189.6692,197.1389,1427.5,1599.6,1412.9,1577.6,1412.9,1430.0,47.83,0,0.2609,0,0.160698,0.290860,0.943174
571,59.4539,190.6520,196.8543,1490.4,1620.1,1473.3,1608.8,1473.3,1430.0,60.40,0,0.2587,0,0.177159,0.285352,0.941907
572,59.5006,191.2110,195.4603,1526.2,1720.4,1514.5,1696.9,1514.5,1430.0,41.12,0,0.2547,0,0.187639,0.261837,0.946696
573,59.5482,191.5067,195.2787,1545.1,1733.5,1537.8,1725.3,1537.8,1430.0,23.33,0,0.2474,0,0.192698,0.258576,0.946576
574,59.5953,192.0428,195.2610,1579.4,1734.8,1569.1,1732.3,1569.1,1430.0,31.31,0,0.2403,0,0.201590,0.257812,0.944931
575,59.6434,192.1656,195.3789,1587.3,1726.3,1582.3,1728.2,1582.3,1430.0,13.19,0,0.2215,0,0.203510,0.259650,0.944015
576,59.6910,192.7429,195.4796,1624.2,1719.1,1612.6,1722.8,1612.6,1430.0,30.34,0,0.2289,0,0.212944,0.260773,0.941622
577,59.7389,192.9983,195.2619,1640.6,1734.7,1632.4,1729.6,1632.4,1430.0,19.80,0,0.2352,0,0.217371,0.256938,0.941665
578,59.7878,193.0445,195.4852,1643.5,1718.6,1639.9,1724.5,1639.9,1430.0,7.46,0,0.2309,0,0.217910,0.260574,0.940541
579,59.8355,193.1584,195.5845,1650.8,1711.5,1646.8,1720.4,1646.8,1430.0,6.88,0,0.2315,0,0.219685,0.262097,0.939704
580,59.8851,193.3141,195.7549,1660.8,1699.2,1655.3,1719.5,1655.3,1430.0,8.53,0,0.2338,0,0.222072,0.264742,0.938401
581,59.9303,193.3757,195.8127,1664.7,1695.1,1660.5,1713.7,1660.5,1430.0,5.21,0,0.2350,0,0.223025,0.265630,0.937923
582,59.9778,193.3933,195.8607,1665.8,1691.6,1663.3,1705.7,1663.3,1430.0,2.76,0,0.2351,0,0.223263,0.266400,0.937648
583,60.0227,193.7531,195.2066,1688.9,1738.7,1677.0,1706.9,1677.0,1430.0,13.70,0,0.2291,0,0.229862,0.255276,0.939147
584,60.0726,194.4027,194.8991,1730.4,1760.8,1711.2,1731.6,1711.2,1430.0,34.21,0,0.2255,0,0.240866,0.249548,0.937928
585,60.1171,194.7446,194.5216,1752.3,1788.0,1737.7,1764.1,1737.7,1430.0,26.46,0,0.2369,0,0.246884,0.242983,0.938087
586,60.1651,194.7779,195.0827,1754.5,1747.6,1748.3,1756.4,1748.3,1430.0,10.67,0,0.2346,0,0.246831,0.252162,0.935676
587,60.2145,195.4285,194.8464,1796.1,1764.6,1780.6,1760.1,1780.6,1430.0,32.24,0,0.2304,0,0.257755,0.247571,0.933955
588,60.2600,195.7391,194.8438,1816.0,1764.8,1804.1,1762.0,1804.1,1430.0,23.55,0,0.2338,0,0.262840,0.247177,0.932641
589,60.3044,195.7263,194.7637,1815.2,1770.6,1811.0,1765.3,1811.0,1430.0,6.90,0,0.2463,0,0.262721,0.245882,0.933016
590,60.3516,195.9769,194.4892,1831.2,1790.4,1823.6,1776.9,1823.6,1430.0,12.58,0,0.2295,0,0.267129,0.241106,0.933011
591,60.3999,196.3050,194.6589,1852.2,1778.1,1841.7,1777.4,1841.7,1430.0,18.08,0,0.2399,0,0.272299,0.243501,0.930892
592,60.4462,196.0291,195.2152,1834.5,1738.1,1837.8,1775.9,1837.8,1430.0,3.85,0,0.2414,0,0.267149,0.252907,0.929876
593,60.4921,195.9163,195.2752,1827.3,1733.8,1833.3,1759.7,1833.3,1430.0,4.52,0,0.2412,0,0.265238,0.254020,0.930120
594,60.5380,195.6278,195.5024,1808.8,1717.4,1828.5,1737.8,1828.5,1430.0,4.80,0,0.2374,0,0.260262,0.258068,0.930411
595,60.5841,195.5700,195.5936,1805.1,1710.9,1825.6,1723.0,1825.6,1430.0,2.90,0,0.2331,0,0.259211,0.259624,0.930271
596,60.6300,195.3901,196.0734,1793.6,1676.3,1814.1,1694.3,1814.1,1430.0,11.45,0,0.2422,0,0.255706,0.267664,0.928962
597,60.6780,195.2722,196.6480,1786.1,1634.9,1801.2,1653.8,1801.2,1430.0,12.96,0,0.2453,0,0.253086,0.277164,0.926891
598,60.7321,194.8658,196.9226,1760.1,1615.2,1777.4,1626.4,1777.4,1430.0,23.80,0,0.2429,0,0.246134,0.282126,0.927266
599,60.7901,194.5697,197.9576,1741.1,1540.6,1754.6,1560.4,1754.6,1430.0,22.78,0,0.2449,0,0.240025,0.299299,0.923476
600,60.8436,194.4275,198.0931,1732.0,1530.9,1741.0,1538.7,1741.0,1430.0,13.63,0,0.2447,0,0.237546,0.301672,0.923345
601,60.8970,194.4075,198.0548,1730.8,1533.6,1735.2,1535.2,1735.2,1430.0,5.78,0,0.2525,0,0.237272,0.301075,0.923610
602,60.9523,193.7761,197.8705,1690.3,1546.9,1706.8,1542.2,1706.8,1430.0,28.40,0,0.2482,0,0.227247,0.298839,0.926852
603,61.0116,193.4042,198.0310,1666.5,1535.4,1679.8,1538.4,1679.8,1430.0,26.99,0,0.2462,0,0.221005,0.301877,0.927376
604,61.0686,193.2030,198.0416,1653.7,1534.6,1662.8,1536.5,1662.8,1430.0,17.04,0,0.2406,0,0.217717,0.302278,0.928023
605,61.1238,192.9973,198.0029,1640.5,1537.4,1648.7,1536.9,1648.7,1430.0,14.04,0,0.2313,0,0.214413,0.301878,0.928923
606,61.1749,192.4643,198.4633,1606.4,1504.2,1621.3,1520.8,1621.3,1430.0,27.45,0,0.2316,0,0.205202,0.309957,0.928342
